year,industry1,industry2,industry3,occupation1,job_vacancy
2016,services,professional services,"legal, accounting and management services",total,1900
2016,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",1500
2016,services,professional services,"legal, accounting and management services","clerical, sales and services workers",300
2016,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",100
2016,services,professional services,architectural and engineering services,total,700
2016,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",500
2016,services,professional services,architectural and engineering services,"clerical, sales and services workers",-
2016,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",200
2016,services,professional services,other professional services,total,700
2016,services,professional services,other professional services,"professional, managers, executive and technicians",600
2016,services,professional services,other professional services,"clerical, sales and services workers",-
2016,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2016,services,administrative and support services,security and investigation,total,2300
2016,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100
2016,services,administrative and support services,security and investigation,"clerical, sales and services workers",2100
2016,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-
2016,services,administrative and support services,cleaning and landscaping,total,1400
2016,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",-
2016,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",-
2016,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1300
2016,services,administrative and support services,other adminstrative and support services,total,1200
2016,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",600
2016,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",200
2016,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300
2016,services,"community, social and personal services",public administration and education,total,5400
2016,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",5100
2016,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",300
2016,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100
2016,services,"community, social and personal services",health and social services,total,3100
2016,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",2200
2016,services,"community, social and personal services",health and social services,"clerical, sales and services workers",700
2016,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200
2016,services,"community, social and personal services","arts, entertainment and recreation",total,1400
2016,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",600
2016,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",700
2016,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",200
2016,services,"community, social and personal services","other community, social and personal services",total,800
2016,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",300
2016,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",300
2016,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",200
2016,others,others,others,total,400
2016,others,others,others,"professional, managers, executive and technicians",200
2016,others,others,others,"clerical, sales and services workers",-
2016,others,others,others,"production and transport operators, cleaners and labourers",200
2017,total,total,total,total,48800
2017,total,total,total,"professional, managers, executive and technicians",25700
2017,total,total,total,"clerical, sales and services workers",12300
2017,total,total,total,"production and transport operators, cleaners and labourers",10800
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,600
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",100
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",300
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",200
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,300
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",-
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",200
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,400
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",300
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,1200
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professional, managers, executive and technicians",600
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",100
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",600
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,2500
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",1100
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",-
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",1400
2017,manufacturing,transport equipment,transport equipment,total,900
2017,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",500
2017,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100
2017,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",300
2017,manufacturing,other manufacturing industries,other manufacturing industries,total,600
2017,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",200
2017,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-
2017,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",300
2017,construction,construction,construction,total,1700
2017,construction,construction,construction,"professional, managers, executive and technicians",700
2017,construction,construction,construction,"clerical, sales and services workers",100
2017,construction,construction,construction,"production and transport operators, cleaners and labourers",900
2017,services,wholesale and retail trade,wholesale trade,total,3100
2017,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",2100
2017,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",600
2017,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",400
2017,services,wholesale and retail trade,retail trade,total,2700
2017,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",500
2017,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",1900
2017,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",300
2017,services,transportation and storage,land transport and supporting services,total,700
2017,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100
2017,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",100
2017,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",400
2017,services,transportation and storage,water transport and supporting services,total,500
2017,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",200
2017,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",-
2017,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",200
2017,services,transportation and storage,air transport and supporting services,total,600
2017,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",200
2017,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",300
2017,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",200
2017,services,transportation and storage,other transport and storage services,total,1500
2017,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",300
2017,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",300
2017,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",900
2017,services,accommodation and food services,accommodation,total,1600
2017,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",300
2017,services,accommodation and food services,accommodation,"clerical, sales and services workers",800
2017,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",500
2017,services,accommodation and food services,food and beverage services,total,3800
2017,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",500
2017,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",2600
2017,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",700
2017,services,information and communications,"telecommunications, broadcasting and publishing",total,800
2017,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",700
2017,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",100
2017,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2017,services,information and communications,it and other information services,total,2300
2017,services,information and communications,it and other information services,"professional, managers, executive and technicians",2200
2017,services,information and communications,it and other information services,"clerical, sales and services workers",100
2017,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2017,services,financial and insurance services,financial services,total,3700
2017,services,financial and insurance services,financial services,"professional, managers, executive and technicians",3400
2017,services,financial and insurance services,financial services,"clerical, sales and services workers",200
2017,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2017,services,financial and insurance services,insurance services,total,500
2017,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",400
2017,services,financial and insurance services,insurance services,"clerical, sales and services workers",100
2017,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2017,services,real estate services,real estate services,total,1100
2017,services,real estate services,real estate services,"professional, managers, executive and technicians",500
2017,services,real estate services,real estate services,"clerical, sales and services workers",200
2017,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",500
2017,services,professional services,"legal, accounting and management services",total,1600
2017,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",1400
2017,services,professional services,"legal, accounting and management services","clerical, sales and services workers",200
2017,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-
2017,services,professional services,architectural and engineering services,total,600
2017,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",500
2017,services,professional services,architectural and engineering services,"clerical, sales and services workers",-
2017,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",100
2017,services,professional services,other professional services,total,500
2017,services,professional services,other professional services,"professional, managers, executive and technicians",500
2017,services,professional services,other professional services,"clerical, sales and services workers",-
2017,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2017,services,administrative and support services,security and investigation,total,2000
2017,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100
2017,services,administrative and support services,security and investigation,"clerical, sales and services workers",1800
2017,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-
2017,services,administrative and support services,cleaning and landscaping,total,1500
2017,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",-
2017,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",-
2017,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1400
2017,services,administrative and support services,other adminstrative and support services,total,1100
2017,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",700
2017,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",200
2017,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300
2017,services,"community, social and personal services",public administration and education,total,4900
2017,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",4500
2017,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",300
2017,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100
2017,services,"community, social and personal services",health and social services,total,2700
2017,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",1800
2017,services,"community, social and personal services",health and social services,"clerical, sales and services workers",700
2017,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200
2017,services,"community, social and personal services","arts, entertainment and recreation",total,1500
2017,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",600
2017,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",700
2017,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",200
2017,services,"community, social and personal services","other community, social and personal services",total,800
2017,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",300
2017,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",400
2017,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",100
2017,others,others,others,total,400
2017,others,others,others,"professional, managers, executive and technicians",200
2017,others,others,others,"clerical, sales and services workers",-
2017,others,others,others,"production and transport operators, cleaners and labourers",200
2018,total,total,total,total,57900
2018,total,total,total,"professional, managers, executive and technicians",31500
2018,total,total,total,"clerical, sales and services workers",13600
2018,total,total,total,"production and transport operators, cleaners and labourers",12800
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,700
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",200
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",300
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",300
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,400
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",-
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",200
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,700
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",600
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,1600
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professional, managers, executive and technicians",800
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",100
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",700
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,2300
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",1600
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",100
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",700
2018,manufacturing,transport equipment,transport equipment,total,1600
2018,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",800
2018,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100
2018,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",800
2018,manufacturing,other manufacturing industries,other manufacturing industries,total,900
2018,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",400
2018,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",100
2018,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",400
2018,construction,construction,construction,total,3000
2018,construction,construction,construction,"professional, managers, executive and technicians",800
2018,construction,construction,construction,"clerical, sales and services workers",200
2018,construction,construction,construction,"production and transport operators, cleaners and labourers",2000
2018,services,wholesale and retail trade,wholesale trade,total,3700
2018,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",2400
2018,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",900
2018,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",400
2018,services,wholesale and retail trade,retail trade,total,2800
2018,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",500
2018,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",2000
2018,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",300
2018,services,transportation and storage,land transport and supporting services,total,800
2018,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100
2018,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",200
2018,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",500
2018,services,transportation and storage,water transport and supporting services,total,400
2018,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",200
2018,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",100
2018,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",100
2018,services,transportation and storage,air transport and supporting services,total,1000
2018,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",300
2018,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",500
2018,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",200
2018,services,transportation and storage,other transport and storage services,total,1700
2018,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",400
2018,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",300
2018,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",1000
2018,services,accommodation and food services,accommodation,total,2000
2018,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",500
2018,services,accommodation and food services,accommodation,"clerical, sales and services workers",900
2018,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",600
2018,services,accommodation and food services,food and beverage services,total,3900
2018,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",600
2018,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",2500
2018,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",800
2018,services,information and communications,"telecommunications, broadcasting and publishing",total,800
2018,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",700
2018,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",100
2018,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2018,services,information and communications,it and other information services,total,3200
2018,services,information and communications,it and other information services,"professional, managers, executive and technicians",3100
2018,services,information and communications,it and other information services,"clerical, sales and services workers",100
2018,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2018,services,financial and insurance services,financial services,total,4300
2018,services,financial and insurance services,financial services,"professional, managers, executive and technicians",4200
2018,services,financial and insurance services,financial services,"clerical, sales and services workers",200
2018,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2018,services,financial and insurance services,insurance services,total,700
2018,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",500
2018,services,financial and insurance services,insurance services,"clerical, sales and services workers",100
2018,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2018,services,real estate services,real estate services,total,1200
2018,services,real estate services,real estate services,"professional, managers, executive and technicians",600
2018,services,real estate services,real estate services,"clerical, sales and services workers",200
2018,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",400
2018,services,professional services,"legal, accounting and management services",total,2200
2018,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",1900
2018,services,professional services,"legal, accounting and management services","clerical, sales and services workers",200
2018,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",100
2018,services,professional services,architectural and engineering services,total,1100
2018,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",700
2018,services,professional services,architectural and engineering services,"clerical, sales and services workers",-
2018,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",300
2018,services,professional services,other professional services,total,700
2018,services,professional services,other professional services,"professional, managers, executive and technicians",600
2018,services,professional services,other professional services,"clerical, sales and services workers",100
2018,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2018,services,administrative and support services,security and investigation,total,1900
2018,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100
2018,services,administrative and support services,security and investigation,"clerical, sales and services workers",1600
2018,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",200
2018,services,administrative and support services,cleaning and landscaping,total,1800
2018,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",100
2018,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",100
2018,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1700
2018,services,administrative and support services,other adminstrative and support services,total,1300
2018,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",700
2018,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",300
2018,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300
2018,services,"community, social and personal services",public administration and education,total,5200
2018,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",4900
2018,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",300
2018,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100
2018,services,"community, social and personal services",health and social services,total,3300
2018,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",2100
2018,services,"community, social and personal services",health and social services,"clerical, sales and services workers",1000
2018,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200
2018,services,"community, social and personal services","arts, entertainment and recreation",total,1100
2018,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",400
2018,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",600
2018,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",100
2018,services,"community, social and personal services","other community, social and personal services",total,1100
2018,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",400
2018,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",500
2018,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",200
2018,others,others,others,total,400
2018,others,others,others,"professional, managers, executive and technicians",200
2018,others,others,others,"clerical, sales and services workers",-
2018,others,others,others,"production and transport operators, cleaners and labourers",200
2019,total,total,total,total,52900
2019,total,total,total,"professional, managers, executive and technicians",30700
2019,total,total,total,"clerical, sales and services workers",12100
2019,total,total,total,"production and transport operators, cleaners and labourers",10100
2019,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,700
2019,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",200
2019,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",200
2019,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",300
2019,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,300
2019,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100
2019,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",-
2019,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",100
2019,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,700
2019,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",500
2019,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2019,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100
2019,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,1300
2019,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professional, managers, executive and technicians",600
2019,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",100
2019,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",600
2019,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,1700
2019,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",1100
2019,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",-
2019,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",600
2019,manufacturing,transport equipment,transport equipment,total,1300
2019,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",600
2019,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100
2019,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",500
2019,manufacturing,other manufacturing industries,other manufacturing industries,total,700
2019,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",300
2019,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-
2019,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",300
2019,construction,construction,construction,total,2300
2019,construction,construction,construction,"professional, managers, executive and technicians",800
2019,construction,construction,construction,"clerical, sales and services workers",200
2019,construction,construction,construction,"production and transport operators, cleaners and labourers",1300
2019,services,wholesale and retail trade,wholesale trade,total,3200
2019,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",2100
2019,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",600
2019,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",500
2019,services,wholesale and retail trade,retail trade,total,2200
2019,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",400
2019,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",1600
2019,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",300
2019,services,transportation and storage,land transport and supporting services,total,500
2019,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100
2019,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",100
2019,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",400
2019,services,transportation and storage,water transport and supporting services,total,500
2019,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",300
2019,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",100
2019,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",200
2019,services,transportation and storage,air transport and supporting services,total,900
2019,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",400
2019,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",400
2019,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",100
2019,services,transportation and storage,other transport and storage services,total,1000
2019,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",300
2019,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",200
2019,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",600
2019,services,accommodation and food services,accommodation,total,1800
2019,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",400
2019,services,accommodation and food services,accommodation,"clerical, sales and services workers",900
